exec_processes_seq,exec_paths_seq,dns_queries_seq,udp_ports_seq,hosts_seq,sig_names_seq,timestamps_seq,num_execs,num_unique_execs,num_dns_queries,num_udp_packets,label
HelpMe.exe,C:\Windows\SysWOW64\HelpMe.exe,settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;ctldl.windowsupdate.com;ctldl.windowsupdate.com,137->137;137->137;137->137;137->137;137->137;137->137;137->137;138->138;138->138;137->137;138->138;51445->53;64946->53;137->137;65374->53;51445->53;137->137;138->138;64946->53;65374->53;51445->53;137->137;64946->53;65374->53;138->138;137->137;137->137;51445->53;51445->53;138->138;64946->53;64946->53;65374->53;65374->53;51445->53;51445->53;64946->53;64946->53;65374->53;65374->53;138->138;49574->53;52183->53;63006->53;49574->53;52183->53;63006->53;49574->53;52183->53;63006->53;49574->53;49574->53;52183->53;52183->53;63006->53;63006->53;49574->53;49574->53;52183->53;52183->53;63006->53;63006->53;64928->53;49661->53;64928->53;49661->53;64928->53;49661->53;64928->53;64928->53;49661->53;49661->53;64928->53;64928->53;49661->53;49661->53;49664->1900;49664->1900;49664->1900;50963->53;50963->53;57745->53;49664->1900;49664->1900;50963->53;49664->1900;57745->53;57745->53;50963->53;50963->53;49664->1900;49664->1900;57745->53;57745->53;50963->53;50963->53;57745->53;57745->53;54342->53;54342->53,192.168.30.255;8.8.8.8;8.8.4.4;239.255.255.250,wrote_proc_memory;executes_dropped_exe;susevent_adjustprivilegetoken;file_drops_windows;files_drops_exe_general;files_drops_exe_user;registry_winlogon_persistence;file_drops_startup;files_creates_shortcut,1751942289.381914;1751942289.382258;1751942289.382373;1751942290.148049;1751942290.902318;1751942291.650012;1751942292.402238;1751942293.162899;1751942293.196623;1751942294.525902;1751942294.676068;1751942294.722628;1751942294.722628;1751942295.178598;1751942295.178598;1751942295.27053;1751942295.559993;1751942295.559993;1751942295.715502;1751942295.715502;1751942296.025263;1751942296.181598;1751942296.181685;1751942296.181685;1751942296.565537;1751942296.565537;1751942296.721778;1751942296.721778;1751942297.099997;1751942297.190495;1751942297.190495;1751942297.570395;1751942297.570395;1751942297.695481;1751942297.882869;1751942298.657437;1751942298.737124;1751942298.737124;1751942298.737298;1751942298.737298;1751942299.204371;1751942299.20451;1751942299.20451;1751942299.204551;1751942299.204551;1751942299.598983;1751942299.598983;1751942299.61335;1751942299.61335;1751942302.737266;1751942302.737266;1751942302.737339;1751942302.737339;1751942303.206779;1751942303.206779;1751942303.206851;1751942303.206851;1751942303.614302;1751942303.614302;1751942303.614384;1751942303.614384;1751942305.892873;1751942306.741232;1751942306.741232;1751942307.313005;1751942307.313005;1751942307.627045;1751942307.627045;1751942307.749786;1751942307.749786;1751942308.326947;1751942308.326947;1751942308.639436;1751942308.639436;1751942308.764286;1751942308.764286;1751942309.341072;1751942309.341072;1751942309.653571;1751942309.653571;1751942310.779214;1751942310.779214;1751942310.779487;1751942310.779487;1751942311.341421;1751942311.341421;1751942311.341505;1751942311.341505;1751942311.666275;1751942311.666275;1751942311.666429;1751942311.666429;1751942314.786644;1751942314.786644;1751942314.786802;1751942314.786802;1751942315.341645;1751942315.341645;1751942315.341728;1751942315.341728;1751942315.668212;1751942315.668212;1751942315.668371;1751942315.668371;1751942318.788539;1751942318.788539;1751942319.682787;1751942319.682787;1751942319.799394;1751942319.799394;1751942320.686182;1751942320.686182;1751942320.810981;1751942320.810981;1751942321.686219;1751942321.686219;1751942322.814049;1751942322.814049;1751942322.814246;1751942322.814246;1751942323.689725;1751942323.689725;1751942323.689942;1751942323.689942;1751942326.816061;1751942326.816061;1751942326.816613;1751942326.816613;1751942327.691708;1751942327.691708;1751942327.691792;1751942327.691792;1751942396.328719;1751942396.347085;1751942396.540483;1751942397.443231;1751942397.443231;1751942398.441253;1751942398.441253;1751942398.905053;1751942398.905053;1751942399.331649;1751942399.364021;1751942399.441482;1751942399.441482;1751942399.549382;1751942399.908578;1751942399.908578;1751942400.909625;1751942400.909625;1751942401.456254;1751942401.456254;1751942401.456329;1751942401.456329;1751942402.339233;1751942402.370554;1751942402.911748;1751942402.911748;1751942402.911836;1751942402.911836;1751942405.46767;1751942405.46767;1751942405.467793;1751942405.467793;1751942406.940988;1751942406.940988;1751942406.94108;1751942406.94108;1751942412.24323;1751942412.24323;1751942413.235968;1751942413.235968,1,1,72,100,12
,,settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;ipv4bot.whatismyipaddress.com;ipv4bot.whatismyipaddress.com;ipv4bot.whatismyipaddress.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;ipv4bot.whatismyipaddress.com;ipv4bot.whatismyipaddress.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;ipv4bot.whatismyipaddress.com;ipv4bot.whatismyipaddress.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;ns1.wowservers.ru;ns1.wowservers.ru;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;ns1.wowservers.ru;ns1.wowservers.ru;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;8.8.8.8.in-addr.arpa;carder.bit;carder.bit;carder.bit;carder.bit;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;8.8.8.8.in-addr.arpa;ransomware.bit;ransomware.bit;ransomware.bit;ransomware.bit;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;ns2.wowservers.ru;8.8.8.8.in-addr.arpa;carder.bit;carder.bit;carder.bit;carder.bit;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;8.8.8.8.in-addr.arpa;settings-win.data.microsoft.com;settings-win.data.microsoft.com;ransomware.bit;settings-win.data.microsoft.com;ransomware.bit;settings-win.data.microsoft.com;settings-win.data.microsoft.com;ransomware.bit;ransomware.bit;settings-win.data.microsoft.com;settings-win.data.microsoft.com;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru;ns1.wowservers.ru,137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;65376->53;51611->53;138->138;138->138;137->137;52453->53;65376->53;137->137;51611->53;52453->53;65376->53;138->138;51611->53;52453->53;137->137;138->138;65376->53;65376->53;137->137;51611->53;51611->53;137->137;52453->53;52453->53;138->138;138->138;138->138;65376->53;65376->53;51611->53;51611->53;138->138;52453->53;52453->53;64956->53;138->138;64956->53;137->137;64956->53;137->137;51113->53;137->137;51022->53;62033->53;51113->53;137->137;64956->53;64956->53;51022->53;137->137;62033->53;51113->53;51022->53;137->137;62033->53;137->137;51113->53;51113->53;137->137;51022->53;51022->53;137->137;138->138;138->138;138->138;62033->53;138->138;62033->53;64956->53;64956->53;138->138;138->138;138->138;138->138;138->138;51113->53;51113->53;51022->53;51022->53;62033->53;62033->53;138->138;56888->53;56888->53;56888->53;57411->53;57397->53;57411->53;56888->53;56888->53;57397->53;57411->53;57397->53;57411->53;57411->53;57397->53;57397->53;56888->53;56888->53;57411->53;57411->53;57397->53;57397->53;57398->53;57399->53;57400->53;57401->53;57402->53;63688->53;63688->53;63688->53;63688->53;63688->53;63688->53;63688->53;63689->53;63690->53;63691->53;63692->53;63693->53;49636->53;49636->53;49636->53;49636->53;49636->53;49636->53;49636->53;138->138;49637->53;49638->53;49639->53;49640->53;49641->53;50759->53;50759->53;50759->53;50759->53;50759->53;50759->53;50759->53;50760->53;50763->1900;50763->1900;50763->1900;54821->53;54821->53;54822->53;54821->53;50763->1900;50763->1900;50763->1900;54823->53;54821->53;54821->53;54824->53;50763->1900;50763->1900;54825->53;54821->53;54821->53;61775->53;61775->53;61775->53;61775->53;61775->53,192.168.30.255;8.8.8.8;8.8.4.4;192.168.30.10;239.255.255.250,wrote_proc_memory;susevent_adjustprivilegetoken;registry_antivm_cpu_check;files_drops_exe_user;files_drops_exe_general;registry_write_runkey;file_drops_windows;checks_ip_web,1751941864.899868;1751941864.900004;1751941864.900157;1751941865.665447;1751941865.665628;1751941865.665714;1751941866.431882;1751941867.17196;1751941867.924741;1751941868.681453;1751941868.75516;1751941868.778738;1751941868.778738;1751941869.2974;1751941869.2974;1751941869.453639;1751941869.468378;1751941869.494988;1751941869.725813;1751941869.725813;1751941869.777153;1751941869.777153;1751941870.270988;1751941870.30775;1751941870.30775;1751941870.724003;1751941870.724003;1751941870.787399;1751941870.787399;1751941870.974789;1751941871.304209;1751941871.304209;1751941871.725691;1751941871.725691;1751941872.08261;1751941872.478059;1751941872.7916;1751941872.7916;1751941872.791734;1751941872.791734;1751941872.836147;1751941873.308978;1751941873.308978;1751941873.309053;1751941873.309053;1751941873.590124;1751941873.730887;1751941873.730887;1751941873.731029;1751941873.731029;1751941873.982671;1751941875.493088;1751941876.493207;1751941876.805616;1751941876.805616;1751941876.805806;1751941876.805806;1751941877.321314;1751941877.321314;1751941877.321542;1751941877.321542;1751941877.503802;1751941877.738157;1751941877.738157;1751941877.738361;1751941877.738361;1751941878.051918;1751941878.051918;1751941878.519136;1751941879.065958;1751941879.065958;1751941879.519474;1751941880.073467;1751941880.073467;1751941880.277152;1751941880.816581;1751941880.816581;1751941881.08092;1751941881.318011;1751941881.318011;1751941881.742185;1751941881.742185;1751941881.816815;1751941881.816815;1751941881.831341;1751941882.081579;1751941882.081579;1751941882.081645;1751941882.081645;1751941882.316951;1751941882.316951;1751941882.597361;1751941882.740742;1751941882.740742;1751941882.818688;1751941882.818688;1751941883.318761;1751941883.318761;1751941883.349915;1751941883.741152;1751941883.741152;1751941884.115752;1751941884.825119;1751941884.825119;1751941884.825322;1751941884.825322;1751941884.871944;1751941885.341029;1751941885.341029;1751941885.341401;1751941885.341401;1751941885.578128;1751941885.6405;1751941885.64088;1751941885.651081;1751941885.747053;1751941885.747053;1751941885.747124;1751941885.747228;1751941885.747228;1751941886.092542;1751941886.092542;1751941886.092875;1751941886.092875;1751941886.74826;1751941887.75894;1751941888.670752;1751941888.676349;1751941888.759339;1751941888.838124;1751941888.838124;1751941888.83885;1751941888.83885;1751941889.355983;1751941889.355983;1751941889.356792;1751941889.356792;1751941889.761997;1751941889.761997;1751941889.763117;1751941889.763117;1751941889.78;1751941890.231893;1751941890.231893;1751941891.238943;1751941891.238943;1751941892.239573;1751941892.239573;1751941892.850712;1751941892.850712;1751941893.780958;1751941893.780958;1751941893.86415;1751941893.86415;1751941894.240219;1751941894.240219;1751941894.240313;1751941894.240313;1751941894.783543;1751941894.783543;1751941894.877187;1751941894.877187;1751941895.792373;1751941895.792373;1751941896.881445;1751941896.881445;1751941896.881903;1751941896.881903;1751941897.797904;1751941897.797904;1751941897.798121;1751941897.798121;1751941898.251647;1751941898.251647;1751941898.252174;1751941898.252174;1751941900.881676;1751941900.881676;1751941900.881929;1751941900.881929;1751941901.813669;1751941901.813669;1751941901.814011;1751941901.814011;1751941902.402742;1751941902.402742;1751941904.394349;1751941904.394349;1751941906.402344;1751941906.402344;1751941908.409888;1751941908.409888;1751941910.415308;1751941910.415308;1751941913.557121;1751941913.557121;1751941914.570635;1751941914.570635;1751941915.578079;1751941915.578079;1751941917.586867;1751941917.586867;1751941917.587054;1751941917.587054;1751941921.594775;1751941921.594775;1751941921.595285;1751941921.595285;1751941925.646705;1751941925.646705;1751941927.651874;1751941927.651874;1751941929.652443;1751941929.652443;1751941931.659946;1751941931.659946;1751941933.664693;1751941933.664693;1751941936.788643;1751941936.788643;1751941937.790209;1751941937.790209;1751941938.794646;1751941938.794646;1751941940.79729;1751941940.79729;1751941940.79758;1751941940.79758;1751941944.800746;1751941944.800746;1751941944.801241;1751941944.801241;1751941945.644633;1751941948.859742;1751941948.859742;1751941950.855149;1751941950.855149;1751941952.865845;1751941952.865845;1751941954.868435;1751941954.868435;1751941956.872049;1751941956.872049;1751941960.022138;1751941960.022138;1751941961.020143;1751941961.020143;1751941962.031651;1751941962.031651;1751941964.038887;1751941964.038887;1751941964.038979;1751941964.038979;1751941968.05225;1751941968.05225;1751941968.052494;1751941968.052494;1751941972.077848;1751941972.077848;1751941972.265504;1751941972.277753;1751941972.47198;1751941972.630375;1751941972.630375;1751941973.629447;1751941973.629447;1751941974.082368;1751941974.082368;1751941974.635001;1751941974.635001;1751941975.259769;1751941975.275368;1751941975.470112;1751941976.097132;1751941976.097132;1751941976.635964;1751941976.635964;1751941976.636097;1751941976.636097;1751941978.102264;1751941978.102264;1751941978.273947;1751941978.289811;1751941980.109296;1751941980.109296;1751941980.640117;1751941980.640117;1751941980.640331;1751941980.640331;1751941983.257459;1751941983.257459;1751941984.251583;1751941984.251583;1751941985.259836;1751941985.259836;1751941987.258935;1751941987.258935;1751941987.259015;1751941987.259015,0,0,123,176,12
svchost.exe;svchost.exe,C:\Program Files\Common Files\svchost.exe;C:\Program Files\Common Files\svchost.exe,settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com,137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;65376->53;51611->53;138->138;138->138;137->137;52453->53;137->137;65376->53;51611->53;52453->53;138->138;65376->53;51611->53;52453->53;137->137;138->138;137->137;65376->53;65376->53;51611->53;51611->53;137->137;52453->53;52453->53;138->138;138->138;138->138;65376->53;65376->53;51611->53;51611->53;138->138;52453->53;52453->53;138->138;137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;138->138;138->138;137->137;137->137;138->138;138->138;137->137;138->138;138->138;138->138,192.168.30.255;8.8.8.8;8.8.4.4;192.168.30.10,wrote_proc_memory;executes_dropped_exe;deletes_itself;files_drops_exe_general,1751941729.606253;1751941729.606401;1751941729.606487;1751941730.363898;1751941730.364006;1751941730.364098;1751941731.115255;1751941731.887618;1751941732.641219;1751941733.399204;1751941733.421208;1751941733.9342;1751941733.9342;1751941734.064398;1751941734.064398;1751941734.152837;1751941734.165505;1751941734.182213;1751941734.584751;1751941734.584751;1751941734.933871;1751941734.939552;1751941734.939552;1751941735.082553;1751941735.082553;1751941735.578125;1751941735.578125;1751941735.663278;1751941735.957824;1751941735.957824;1751941736.105656;1751941736.105656;1751941736.595144;1751941736.595144;1751941736.835694;1751941737.160739;1751941737.604576;1751941737.965048;1751941737.965048;1751941737.965611;1751941737.965611;1751941738.107013;1751941738.107013;1751941738.107048;1751941738.107048;1751941738.360539;1751941738.603865;1751941738.603865;1751941738.60395;1751941738.60395;1751941738.66615;1751941740.171441;1751941741.178312;1751941741.973457;1751941741.973457;1751941741.973595;1751941741.973595;1751941742.114099;1751941742.114099;1751941742.114171;1751941742.114171;1751941742.192349;1751941742.619301;1751941742.619301;1751941742.619613;1751941742.619613;1751941743.19746;1751941744.211268;1751941744.978529;1751941745.758796;1751941746.512165;1751941747.27672;1751941748.066427;1751941748.82445;1751941749.59626;1751941750.346653;1751941750.347559;1751941750.349149;1751941750.352039;1751941750.353047;1751941752.133296;1751941753.016656;1751941753.134187;1751941754.134208;1751941755.134185,2,1,21,64,12
,,settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;insiderppe.cloudapp.net;insiderppe.cloudapp.net;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;settings-win.data.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;dns.msftncsi.com;dns.msftncsi.com;sls.update.microsoft.com;sls.update.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;fs.microsoft.com;settings-win.data.microsoft.com;settings-win.data.microsoft.com;fs.microsoft.com;fs.microsoft.com;ctldl.windowsupdate.com;ctldl.windowsupdate.com,137->137;137->137;137->137;137->137;137->137;137->137;137->137;137->137;51445->53;138->138;138->138;64946->53;137->137;65374->53;51445->53;137->137;64946->53;138->138;65374->53;51445->53;64946->53;137->137;65374->53;138->138;137->137;51445->53;51445->53;137->137;64946->53;64946->53;138->138;65374->53;65374->53;138->138;51445->53;51445->53;64946->53;64946->53;65374->53;65374->53;138->138;49574->53;52183->53;63006->53;49574->53;52183->53;63006->53;49574->53;52183->53;63006->53;49574->53;49574->53;52183->53;52183->53;63006->53;63006->53;49574->53;49574->53;52183->53;52183->53;63006->53;63006->53;64928->53;49661->53;64928->53;49661->53;64928->53;49661->53;64928->53;64928->53;49661->53;49661->53;64928->53;64928->53;49661->53;49661->53;49664->1900;49664->1900;49664->1900;50963->53;50963->53;50963->53;57745->53;49664->1900;49664->1900;49664->1900;57745->53;50963->53;50963->53;57745->53;49664->1900;49664->1900;57745->53;57745->53;50963->53;50963->53;57745->53;57745->53;54342->53;54342->53,192.168.30.255;8.8.8.8;8.8.4.4;239.255.255.250,wrote_proc_memory;susevent_adjustprivilegetoken;file_drops_windows;files_drops_exe_general,1751942426.440746;1751942426.440875;1751942426.441031;1751942427.207089;1751942427.981168;1751942428.714495;1751942429.465635;1751942429.72889;1751942430.159631;1751942430.159631;1751942430.230798;1751942430.242417;1751942430.327144;1751942430.327144;1751942430.479303;1751942430.798748;1751942430.798748;1751942431.166892;1751942431.166892;1751942431.245114;1751942431.339234;1751942431.339234;1751942431.738836;1751942431.803722;1751942431.803722;1751942432.176273;1751942432.176273;1751942432.348235;1751942432.348235;1751942432.684615;1751942432.816741;1751942432.816741;1751942433.253169;1751942433.440684;1751942434.184779;1751942434.184779;1751942434.184982;1751942434.184982;1751942434.231636;1751942434.358222;1751942434.358222;1751942434.358507;1751942434.358507;1751942434.757712;1751942434.82024;1751942434.82024;1751942434.820529;1751942434.820529;1751942436.272046;1751942438.19126;1751942438.19126;1751942438.191496;1751942438.191496;1751942438.363216;1751942438.363216;1751942438.363291;1751942438.363291;1751942438.835216;1751942438.835216;1751942438.835443;1751942438.835443;1751942442.125487;1751942442.197406;1751942442.197406;1751942442.37834;1751942442.37834;1751942442.83922;1751942442.83922;1751942443.202494;1751942443.202494;1751942443.374265;1751942443.374265;1751942443.843014;1751942443.843014;1751942444.204973;1751942444.204973;1751942444.376682;1751942444.376682;1751942444.845528;1751942444.845528;1751942446.213558;1751942446.213558;1751942446.213766;1751942446.213766;1751942446.385547;1751942446.385547;1751942446.385793;1751942446.385793;1751942446.854197;1751942446.854197;1751942446.857367;1751942446.857367;1751942450.218679;1751942450.218679;1751942450.21878;1751942450.21878;1751942450.393657;1751942450.393657;1751942450.39416;1751942450.39416;1751942450.862539;1751942450.862539;1751942450.862744;1751942450.862744;1751942454.224388;1751942454.224388;1751942454.871072;1751942454.871072;1751942455.225513;1751942455.225513;1751942455.869395;1751942455.869395;1751942456.228647;1751942456.228647;1751942456.87415;1751942456.87415;1751942458.233389;1751942458.233389;1751942458.233619;1751942458.233619;1751942458.882057;1751942458.882057;1751942458.882126;1751942458.882126;1751942462.246763;1751942462.246763;1751942462.247;1751942462.247;1751942462.894139;1751942462.894139;1751942462.894369;1751942462.894369;1751942533.515372;1751942533.536635;1751942533.713272;1751942533.898578;1751942533.898578;1751942534.892985;1751942534.892985;1751942535.906818;1751942535.906818;1751942535.963762;1751942535.963762;1751942536.51596;1751942536.531681;1751942536.714884;1751942536.963281;1751942536.963281;1751942537.913332;1751942537.913332;1751942537.913495;1751942537.913495;1751942537.975796;1751942537.975796;1751942539.519826;1751942539.535682;1751942539.976784;1751942539.976784;1751942539.977258;1751942539.977258;1751942541.917603;1751942541.917603;1751942541.917824;1751942541.917824;1751942543.992934;1751942543.992934;1751942543.99308;1751942543.99308;1751942548.227277;1751942548.227277;1751942549.239795;1751942549.239795,0,0,72,100,12
